id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
576200;1280589.0;2024-01-21;domingo;09:00:00;BA;420.0;284;UBAIRA;Não;Velocidade Incompatível;3;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Curva;Não;1026462.0;Motocicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Graves;43.0;Masculino;0.0;0.0;1.0;0.0;-13.26432895;-39.69374898;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
576200;1280589.0;2024-01-21;domingo;09:00:00;BA;420.0;284;UBAIRA;Não;Ingestão de álcool pelo condutor;3;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Curva;Não;1026462.0;Motocicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Graves;43.0;Masculino;0.0;0.0;1.0;0.0;-13.26432895;-39.69374898;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
576200;1280589.0;2024-01-21;domingo;09:00:00;BA;420.0;284;UBAIRA;Sim;Ausência de reação do condutor;3;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Curva;Não;1026462.0;Motocicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Graves;43.0;Masculino;0.0;0.0;1.0;0.0;-13.26432895;-39.69374898;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
576200;1280589.0;2024-01-21;domingo;09:00:00;BA;420.0;284;UBAIRA;Não;Velocidade Incompatível;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Curva;Não;1026462.0;Motocicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Graves;43.0;Masculino;0.0;0.0;1.0;0.0;-13.26432895;-39.69374898;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
576200;1280589.0;2024-01-21;domingo;09:00:00;BA;420.0;284;UBAIRA;Não;Ingestão de álcool pelo condutor;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Curva;Não;1026462.0;Motocicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Graves;43.0;Masculino;0.0;0.0;1.0;0.0;-13.26432895;-39.69374898;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
576200;1280589.0;2024-01-21;domingo;09:00:00;BA;420.0;284;UBAIRA;Sim;Ausência de reação do condutor;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Curva;Não;1026462.0;Motocicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Graves;43.0;Masculino;0.0;0.0;1.0;0.0;-13.26432895;-39.69374898;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
576200;1280589.0;2024-01-21;domingo;09:00:00;BA;420.0;284;UBAIRA;Não;Velocidade Incompatível;1;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Curva;Não;1026462.0;Motocicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Graves;43.0;Masculino;0.0;0.0;1.0;0.0;-13.26432895;-39.69374898;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
576200;1280589.0;2024-01-21;domingo;09:00:00;BA;420.0;284;UBAIRA;Não;Ingestão de álcool pelo condutor;1;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Curva;Não;1026462.0;Motocicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Graves;43.0;Masculino;0.0;0.0;1.0;0.0;-13.26432895;-39.69374898;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
576200;1280589.0;2024-01-21;domingo;09:00:00;BA;420.0;284;UBAIRA;Sim;Ausência de reação do condutor;1;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Curva;Não;1026462.0;Motocicleta;Não Informado/Não Informado;0.0;Condutor;Lesões Graves;43.0;Masculino;0.0;0.0;1.0;0.0;-13.26432895;-39.69374898;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
581243;1294863.0;2024-02-15;quinta-feira;01:00:00;BA;420.0;263;JIQUIRICA;Não;Chuva;1;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;"Reta;Ponte";Não;1036064.0;Caminhonete;GM/MONTANA CONQUEST;2007.0;Passageiro;Lesões Leves;53.0;Feminino;0.0;1.0;0.0;0.0;-13.24982887;-39.54909705;SPRF-BA;DEL01-BA;UOP02-DEL01-BA
581243;1293281.0;2024-02-15;quinta-feira;01:00:00;BA;420.0;263;JIQUIRICA;Não;Chuva;1;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;"Reta;Ponte";Não;1036064.0;Caminhonete;GM/MONTANA CONQUEST;2007.0;Condutor;Lesões Graves;54.0;Masculino;0.0;0.0;1.0;0.0;-13.24982887;-39.54909705;SPRF-BA;DEL01-BA;UOP02-DEL01-BA
581243;1294863.0;2024-02-15;quinta-feira;01:00:00;BA;420.0;263;JIQUIRICA;Não;Mal súbito do condutor;1;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;"Reta;Ponte";Não;1036064.0;Caminhonete;GM/MONTANA CONQUEST;2007.0;Passageiro;Lesões Leves;53.0;Feminino;0.0;1.0;0.0;0.0;-13.24982887;-39.54909705;SPRF-BA;DEL01-BA;UOP02-DEL01-BA
581243;1293281.0;2024-02-15;quinta-feira;01:00:00;BA;420.0;263;JIQUIRICA;Não;Mal súbito do condutor;1;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;"Reta;Ponte";Não;1036064.0;Caminhonete;GM/MONTANA CONQUEST;2007.0;Condutor;Lesões Graves;54.0;Masculino;0.0;0.0;1.0;0.0;-13.24982887;-39.54909705;SPRF-BA;DEL01-BA;UOP02-DEL01-BA
581243;1294863.0;2024-02-15;quinta-feira;01:00:00;BA;420.0;263;JIQUIRICA;Não;Condutor Dormindo;1;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;"Reta;Ponte";Não;1036064.0;Caminhonete;GM/MONTANA CONQUEST;2007.0;Passageiro;Lesões Leves;53.0;Feminino;0.0;1.0;0.0;0.0;-13.24982887;-39.54909705;SPRF-BA;DEL01-BA;UOP02-DEL01-BA
581243;1293281.0;2024-02-15;quinta-feira;01:00:00;BA;420.0;263;JIQUIRICA;Não;Condutor Dormindo;1;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;"Reta;Ponte";Não;1036064.0;Caminhonete;GM/MONTANA CONQUEST;2007.0;Condutor;Lesões Graves;54.0;Masculino;0.0;0.0;1.0;0.0;-13.24982887;-39.54909705;SPRF-BA;DEL01-BA;UOP02-DEL01-BA
581243;1294863.0;2024-02-15;quinta-feira;01:00:00;BA;420.0;263;JIQUIRICA;Sim;Ausência de reação do condutor;1;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;"Reta;Ponte";Não;1036064.0;Caminhonete;GM/MONTANA CONQUEST;2007.0;Passageiro;Lesões Leves;53.0;Feminino;0.0;1.0;0.0;0.0;-13.24982887;-39.54909705;SPRF-BA;DEL01-BA;UOP02-DEL01-BA
581243;1293281.0;2024-02-15;quinta-feira;01:00:00;BA;420.0;263;JIQUIRICA;Sim;Ausência de reação do condutor;1;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;"Reta;Ponte";Não;1036064.0;Caminhonete;GM/MONTANA CONQUEST;2007.0;Condutor;Lesões Graves;54.0;Masculino;0.0;0.0;1.0;0.0;-13.24982887;-39.54909705;SPRF-BA;DEL01-BA;UOP02-DEL01-BA
582924;1297645.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Velocidade Incompatível;3;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1039384.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2018.0;Condutor;Ileso;84.0;Masculino;1.0;0.0;0.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1299703.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Velocidade Incompatível;3;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1041037.0;Motocicleta;HONDA/CG 125 FAN KS;2009.0;Condutor;Lesões Graves;38.0;Masculino;0.0;0.0;1.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1297645.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Reação tardia ou ineficiente do condutor;3;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1039384.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2018.0;Condutor;Ileso;84.0;Masculino;1.0;0.0;0.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1299703.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Reação tardia ou ineficiente do condutor;3;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1041037.0;Motocicleta;HONDA/CG 125 FAN KS;2009.0;Condutor;Lesões Graves;38.0;Masculino;0.0;0.0;1.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1297645.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Ultrapassagem Indevida;3;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1039384.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2018.0;Condutor;Ileso;84.0;Masculino;1.0;0.0;0.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1299703.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Ultrapassagem Indevida;3;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1041037.0;Motocicleta;HONDA/CG 125 FAN KS;2009.0;Condutor;Lesões Graves;38.0;Masculino;0.0;0.0;1.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1297645.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Sim;Transitar na contramão;3;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1039384.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2018.0;Condutor;Ileso;84.0;Masculino;1.0;0.0;0.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1299703.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Sim;Transitar na contramão;3;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1041037.0;Motocicleta;HONDA/CG 125 FAN KS;2009.0;Condutor;Lesões Graves;38.0;Masculino;0.0;0.0;1.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1297645.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Velocidade Incompatível;2;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1039384.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2018.0;Condutor;Ileso;84.0;Masculino;1.0;0.0;0.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1299703.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Velocidade Incompatível;2;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1041037.0;Motocicleta;HONDA/CG 125 FAN KS;2009.0;Condutor;Lesões Graves;38.0;Masculino;0.0;0.0;1.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1297645.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Reação tardia ou ineficiente do condutor;2;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1039384.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2018.0;Condutor;Ileso;84.0;Masculino;1.0;0.0;0.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1299703.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Reação tardia ou ineficiente do condutor;2;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1041037.0;Motocicleta;HONDA/CG 125 FAN KS;2009.0;Condutor;Lesões Graves;38.0;Masculino;0.0;0.0;1.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1297645.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Ultrapassagem Indevida;2;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1039384.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2018.0;Condutor;Ileso;84.0;Masculino;1.0;0.0;0.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1299703.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Ultrapassagem Indevida;2;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1041037.0;Motocicleta;HONDA/CG 125 FAN KS;2009.0;Condutor;Lesões Graves;38.0;Masculino;0.0;0.0;1.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1297645.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Sim;Transitar na contramão;2;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1039384.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2018.0;Condutor;Ileso;84.0;Masculino;1.0;0.0;0.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1299703.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Sim;Transitar na contramão;2;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1041037.0;Motocicleta;HONDA/CG 125 FAN KS;2009.0;Condutor;Lesões Graves;38.0;Masculino;0.0;0.0;1.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1297645.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Velocidade Incompatível;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1039384.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2018.0;Condutor;Ileso;84.0;Masculino;1.0;0.0;0.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1299703.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Velocidade Incompatível;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1041037.0;Motocicleta;HONDA/CG 125 FAN KS;2009.0;Condutor;Lesões Graves;38.0;Masculino;0.0;0.0;1.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1297645.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Reação tardia ou ineficiente do condutor;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1039384.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2018.0;Condutor;Ileso;84.0;Masculino;1.0;0.0;0.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1299703.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Reação tardia ou ineficiente do condutor;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1041037.0;Motocicleta;HONDA/CG 125 FAN KS;2009.0;Condutor;Lesões Graves;38.0;Masculino;0.0;0.0;1.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1297645.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Ultrapassagem Indevida;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1039384.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2018.0;Condutor;Ileso;84.0;Masculino;1.0;0.0;0.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1299703.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Não;Ultrapassagem Indevida;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1041037.0;Motocicleta;HONDA/CG 125 FAN KS;2009.0;Condutor;Lesões Graves;38.0;Masculino;0.0;0.0;1.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1297645.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Sim;Transitar na contramão;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1039384.0;Automóvel;CHEV/PRISMA 1.4MT LTZ;2018.0;Condutor;Ileso;84.0;Masculino;1.0;0.0;0.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
582924;1299703.0;2024-02-23;sexta-feira;19:30:00;BA;420.0;350;JAGUAQUARA;Sim;Transitar na contramão;1;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Aclive;Não;1041037.0;Motocicleta;HONDA/CG 125 FAN KS;2009.0;Condutor;Lesões Graves;38.0;Masculino;0.0;0.0;1.0;0.0;-13.510185;-40.0517;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
584296;1303797.0;2024-03-01;sexta-feira;16:30:00;BA;420.0;346;JAGUAQUARA;Sim;Velocidade Incompatível;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;"Curva;Aclive";Não;1044312.0;Motoneta;HONDA/BIZ 110I;2019.0;Condutor;Lesões Graves;32.0;Masculino;0.0;0.0;1.0;0.0;-13.5038080219;-40.0258289941;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
584296;1303798.0;2024-03-01;sexta-feira;16:30:00;BA;420.0;346;JAGUAQUARA;Sim;Velocidade Incompatível;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;"Curva;Aclive";Não;1044309.0;Caminhonete;FIAT/STRADA WORKING CE;2015.0;Condutor;Não Informado;;Não Informado;0.0;0.0;0.0;0.0;-13.5038080219;-40.0258289941;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
584296;1304735.0;2024-03-01;sexta-feira;16:30:00;BA;420.0;346;JAGUAQUARA;Sim;Velocidade Incompatível;1;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;"Curva;Aclive";Não;1044309.0;Caminhonete;FIAT/STRADA WORKING CE;2015.0;Passageiro;Lesões Graves;66.0;Masculino;0.0;0.0;1.0;0.0;-13.5038080219;-40.0258289941;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
594203;;2024-04-15;segunda-feira;12:30:00;BA;420.0;292;UBAIRA;Sim;Velocidade Incompatível;2;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Curva;Não;1060297.0;Semireboque;SR/FACCHINI SRF CFED;2012.0;;;;;;;;;-13.25235225;-39.72720623;SPRF-BA;DEL03-BA;UOP01-DEL03-BA
